Unnamed: 0,name,company,year,Price,kms_driven,fuel_type
0,Hyundai Santro Xing,Hyundai,20070101,80000,45000,Petrol
1,Mahindra Jeep CL550,Mahindra,20060101,425000,40,Diesel
3,Hyundai Grand i10,Hyundai,20140101,325000,28000,Petrol
4,Ford EcoSport Titanium,Ford,20140101,575000,36000,Diesel
6,Ford Figo,Ford,20120101,175000,41000,Diesel
7,Hyundai Eon,Hyundai,20130101,190000,25000,Petrol
8,Ford EcoSport Ambiente,Ford,20160101,830000,24530,Diesel
9,Maruti Suzuki Alto,Maruti,20150101,250000,60000,Petrol
10,Skoda Fabia Classic,Skoda,20100101,182000,60000,Petrol
11,Maruti Suzuki Stingray,Maruti,20150101,315000,30000,Petrol
12,Hyundai Elite i20,Hyundai,20140101,415000,32000,Petrol
13,Mahindra Scorpio SLE,Mahindra,20150101,320000,48660,Diesel
16,Audi A8,Audi,20170101,1000000,4000,Petrol
17,Audi Q7,Audi,20140101,500000,16934,Diesel
18,Mahindra Scorpio S10,Mahindra,20160101,350000,43000,Diesel
19,Maruti Suzuki Alto,Maruti,20140101,160000,35550,Petrol
21,Mahindra Scorpio S10,Mahindra,20160101,310000,39522,Diesel
22,Maruti Suzuki Alto,Maruti,20150101,75000,39000,Petrol
23,Hyundai i20 Sportz,Hyundai,20120101,100000,55000,Petrol
26,Maruti Suzuki Alto,Maruti,20170101,190000,72000,Petrol
27,Maruti Suzuki Vitara,Maruti,20160101,290000,15975,Diesel
28,Maruti Suzuki Alto,Maruti,20080101,95000,70000,Petrol
29,Mahindra Bolero DI,Mahindra,20170101,180000,23452,Diesel
30,Maruti Suzuki Swift,Maruti,20140101,385000,35522,Diesel
31,Mahindra Scorpio S10,Mahindra,20150101,250000,48508,Diesel
32,Maruti Suzuki Swift,Maruti,20170101,180000,15487,Petrol
33,Maruti Suzuki Wagon,Maruti,20130101,105000,39000,Petrol
34,Maruti Suzuki Wagon,Maruti,20130101,105000,39000,Petrol
35,Toyota Innova 2.0,Toyota,20120101,650000,82000,Diesel
36,Renault Lodgy 85,Renault,20180101,689999,20000,Diesel
37,Skoda Yeti Ambition,Skoda,20120101,448000,68000,Diesel
38,Maruti Suzuki Baleno,Maruti,20170101,549000,32000,Diesel
39,Renault Duster 110,Renault,20120101,501000,38000,Diesel
40,Renault Duster 85,Renault,20130101,489999,27000,Diesel
41,Honda City 1.5,Honda,20110101,280000,33000,Petrol
43,Maruti Suzuki Dzire,Maruti,20130101,349999,46000,Diesel
44,Honda Amaze,Honda,20130101,284999,46000,Diesel
45,Honda Amaze 1.5,Honda,20150101,345000,36000,Diesel
46,Honda City,Honda,20150101,499999,55000,Petrol
47,Datsun Redi GO,Datsun,20170101,235000,16000,Petrol
48,Maruti Suzuki SX4,Maruti,20100101,249999,36000,Petrol
49,Mitsubishi Pajero Sport,Mitsubishi,20150101,1475000,47000,Diesel
56,Mahindra Scorpio S10,Mahindra,20150101,395000,35000,Diesel
57,Maruti Suzuki Swift,Maruti,20170101,220000,30874,Petrol
58,Honda City ZX,Honda,20170101,170000,15000,Diesel
59,Maruti Suzuki Wagon,Maruti,20130101,85000,29685,Petrol
62,Tata Indigo eCS,Tata,20170101,200000,130000,Diesel
65,Mahindra Scorpio SLE,Mahindra,20120101,570000,19000,Diesel
66,Volkswagen Polo Highline,Volkswagen,20140101,315000,60000,Petrol
70,Chevrolet Spark LS,Chevrolet,20100101,110000,41000,Petrol
71,Renault Duster 110PS,Renault,20120101,501000,35000,Diesel
72,Honda City,Honda,20150101,448999,54000,Petrol
73,Mini Cooper S,Mini,20130101,1891111,13000,Petrol
75,Skoda Fabia 1.2L,Skoda,20110101,159500,38200,Diesel
76,Honda Amaze,Honda,20150101,344999,22000,Petrol
78,Renault Duster,Renault,20140101,449999,50000,Diesel
79,Mini Cooper S,Mini,20130101,1891111,13500,Petrol
80,Mahindra Scorpio S4,Mahindra,20150101,865000,30000,Diesel
81,Mahindra Scorpio VLX,Mahindra,20140101,699000,50000,Diesel
82,Mahindra Quanto C8,Mahindra,20130101,375000,20000,Diesel
83,Ford EcoSport,Ford,20170101,489999,39000,Petrol
84,Honda Brio,Honda,20120101,224999,30000,Petrol
86,Volkswagen Vento Highline,Volkswagen,20190101,1200000,3600,Diesel
87,Hyundai i20 Magna,Hyundai,20090101,195000,32000,Petrol
88,Toyota Corolla Altis,Toyota,20100101,351000,38000,Diesel
89,Hyundai Verna Transform,Hyundai,20080101,160000,45000,Petrol
90,Toyota Corolla Altis,Toyota,20090101,240000,35000,Petrol
91,Honda City 1.5,Honda,20050101,90000,50000,Petrol
93,Skoda Fabia 1.2L,Skoda,20110101,155000,45863,Diesel
94,BMW 3 Series,BMW,20110101,600000,60500,Petrol
95,Maruti Suzuki A,Maruti,20110101,189500,12500,Petrol
96,Toyota Etios GD,Toyota,20130101,350000,60000,Diesel
97,Ford Figo Diesel,Ford,20120101,210000,35000,Diesel
98,Maruti Suzuki Swift,Maruti,20140101,390000,35000,Petrol
99,Chevrolet Beat LT,Chevrolet,20120101,135000,45000,Diesel
100,BMW 7 Series,BMW,20090101,1600000,35000,Petrol
101,Mahindra XUV500 W8,Mahindra,20130101,701000,38000,Diesel
102,Hyundai i10 Magna,Hyundai,20140101,265000,18000,Petrol
103,Hyundai Verna Fluidic,Hyundai,20150101,525000,35000,Diesel
104,Maruti Suzuki Swift,Maruti,20130101,372000,13349,Petrol
105,Maruti Suzuki Ertiga,Maruti,20160101,635000,29000,Petrol
106,Ford EcoSport Titanium,Ford,20140101,550000,44000,Diesel
107,Maruti Suzuki Ertiga,Maruti,20160101,575000,29000,Petrol
108,Maruti Suzuki Ertiga,Maruti,20130101,485000,42000,Diesel
109,Maruti Suzuki Alto,Maruti,20120101,155000,14000,Petrol
110,Hyundai Grand i10,Hyundai,20140101,345000,49000,Diesel
111,Honda Amaze 1.2,Honda,20140101,325000,42000,Petrol
112,Hyundai i20 Asta,Hyundai,20120101,329500,36200,Diesel
113,Ford Figo Diesel,Ford,20140101,195000,50000,Diesel
114,Maruti Suzuki Eeco,Maruti,20150101,251111,55000,Petrol
115,Maruti Suzuki Ertiga,Maruti,20140101,569999,45000,Petrol
116,Maruti Suzuki Esteem,Maruti,20070101,69999,51000,Petrol
117,Maruti Suzuki Ritz,Maruti,20140101,299999,19000,Petrol
118,Maruti Suzuki Dzire,Maruti,20090101,220000,46000,Petrol
119,Maruti Suzuki Ritz,Maruti,20130101,399999,33000,Diesel
121,Maruti Suzuki Dzire,Maruti,20150101,450000,104000,Diesel
122,Toyota Etios Liva,Toyota,20140101,270000,55000,Petrol
123,Hyundai i20 Sportz,Hyundai,20110101,350000,33333,Diesel
124,Chevrolet Spark,Chevrolet,20120101,158400,33600,Petrol
125,Maruti Suzuki Alto,Maruti,20170101,350000,5600,Petrol
126,Nissan Micra XV,Nissan,20110101,179000,41000,Petrol
127,Maruti Suzuki Swift,Maruti,20070101,125000,70000,Petrol
128,Maruti Suzuki Alto,Maruti,20180101,200000,7500,Petrol
129,Honda Amaze 1.5,Honda,20130101,299000,45000,Diesel
130,Maruti Suzuki Alto,Maruti,20150101,220000,38000,Petrol
131,Chevrolet Beat,Chevrolet,20150101,150000,30000,Petrol
133,Honda City 1.5,Honda,20100101,285000,35000,Petrol
134,Ford EcoSport Trend,Ford,20160101,830000,24330,Diesel
135,Hyundai i20 Asta,Hyundai,20090101,210000,65480,Petrol
136,Maruti Suzuki Swift,Maruti,20130101,340000,41000,Petrol
137,Tata Indica V2,Tata,20060101,90000,20000,Petrol
139,Hindustan Motors Ambassador,Hindustan,20000101,70000,200000,Diesel
140,Toyota Corolla Altis,Toyota,20100101,289999,70000,Petrol
141,Toyota Corolla Altis,Toyota,20120101,349999,59000,Petrol
142,Toyota Innova 2.5,Toyota,20120101,849999,99000,Diesel
143,Volkswagen Jetta Highline,Volkswagen,20140101,749999,46000,Diesel
144,Volkswagen Polo Comfortline,Volkswagen,20150101,399999,2800,Petrol
145,Volkswagen Polo,Volkswagen,20140101,274999,32000,Petrol
146,Mahindra Scorpio,Mahindra,20150101,984999,22000,Diesel
149,Nissan Sunny,Nissan,20120101,224999,45000,Petrol
150,Hyundai Elite i20,Hyundai,20180101,599999,21000,Petrol
151,Renault Kwid,Renault,20160101,244999,11000,Petrol
152,Renault Duster,Renault,20130101,399999,41000,Diesel
154,Renault Duster,Renault,20140101,474999,50000,Diesel
155,Mahindra Scorpio VLX,Mahindra,20110101,499999,66000,Diesel
156,Maruti Suzuki Alto,Maruti,20180101,310000,3000,Petrol
157,Chevrolet Spark LT,Chevrolet,20100101,85000,45000,Petrol
158,Datsun Redi GO,Datsun,20160101,245000,7000,Petrol
159,Maruti Suzuki Swift,Maruti,20100101,189500,38500,Diesel
160,Fiat Punto Emotion,Fiat,20120101,169500,37200,Diesel
161,Maruti Suzuki Swift,Maruti,20100101,159500,43200,Diesel
162,Toyota Etios GD,Toyota,20130101,275000,24800,Petrol
163,Hyundai i20 Sportz,Hyundai,20140101,370000,60000,Diesel
164,Hyundai i10 Sportz,Hyundai,20100101,168000,45872,Petrol
165,Chevrolet Beat LT,Chevrolet,20110101,150000,40000,Diesel
166,Chevrolet Beat LS,Chevrolet,20110101,145000,45000,Diesel
167,Chevrolet Beat LT,Chevrolet,20120101,98500,38000,Diesel
169,Tata Indigo CS,Tata,20110101,85000,11400,Diesel
170,Toyota Corolla Altis,Toyota,20150101,575000,42000,Petrol
171,Honda City 1.5,Honda,20140101,549000,39000,Petrol
172,Maruti Suzuki Swift,Maruti,20110101,209000,47000,Diesel
173,Hyundai Eon Era,Hyundai,20130101,185000,27000,Petrol
174,Mahindra Scorpio S10,Mahindra,20150101,900000,97200,Diesel
175,Mahindra XUV500,Mahindra,20140101,699999,52000,Diesel
177,Ford Fiesta,Ford,20110101,274999,55000,Diesel
179,Honda City,Honda,20150101,599999,30000,Diesel
180,Maruti Suzuki Wagon,Maruti,20120101,199999,44000,Petrol
181,Honda City,Honda,20140101,544999,45000,Diesel
182,Hyundai i20,Hyundai,20090101,199000,31000,Petrol
183,Tata Indigo eCS,Tata,20160101,320000,175430,Diesel
184,Hyundai Fluidic Verna,Hyundai,20150101,540000,38000,Diesel
186,Mahindra Quanto C8,Mahindra,20130101,340000,37000,Diesel
187,Fiat Petra ELX,Fiat,20080101,75000,65000,Petrol
190,Hyundai Santro Xing,Hyundai,20050101,49000,7500,Petrol
191,Maruti Suzuki Ciaz,Maruti,20160101,700000,3350,Petrol
192,Maruti Suzuki Zen,Maruti,20000101,55000,60000,Petrol
194,Hyundai Creta 1.6,Hyundai,20170101,895000,32000,Petrol
196,Mahindra Scorpio SLX,Mahindra,20070101,355000,75000,Diesel
197,Mahindra Scorpio SLE,Mahindra,20120101,565000,62000,Diesel
198,Toyota Innova 2.5,Toyota,20060101,365000,73000,Diesel
199,Maruti Suzuki Alto,Maruti,20110101,145000,41000,Petrol
200,Maruti Suzuki Wagon,Maruti,20110101,210000,35000,Petrol
201,Tata Nano Cx,Tata,20130101,40000,2200,Petrol
202,Maruti Suzuki Alto,Maruti,20130101,125000,39000,Petrol
203,Maruti Suzuki Wagon,Maruti,20090101,135000,45000,Petrol
204,Maruti Suzuki Swift,Maruti,20060101,135000,45000,Petrol
205,Tata Sumo Victa,Tata,20120101,285000,65000,Diesel
207,Maruti Suzuki Wagon,Maruti,20100101,145000,54870,Petrol
208,Maruti Suzuki Alto,Maruti,20100101,135000,34580,Petrol
209,Volkswagen Passat Diesel,Volkswagen,20090101,450000,97000,Diesel
210,Renault Scala RxL,Renault,20150101,375000,25000,Diesel
212,Hyundai Grand i10,Hyundai,20140101,365000,20000,Petrol
213,Hyundai i20 Active,Hyundai,20150101,500000,18000,Petrol
214,Mahindra Xylo E4,Mahindra,20120101,400000,35000,Diesel
215,Mahindra Jeep MM,Mahindra,20190101,390000,60,Diesel
217,Mahindra Bolero SLE,Mahindra,20130101,330000,80200,Diesel
218,Force Motors Force,Force,20150101,580000,3200,Diesel
219,Maruti Suzuki SX4,Maruti,20120101,265000,46000,Diesel
220,Mahindra Jeep CL550,Mahindra,20190101,379000,0,Diesel
221,Maruti Suzuki Alto,Maruti,20150101,219000,5000,Petrol
222,Mahindra Jeep CL550,Mahindra,20180101,385000,588,Diesel
223,Toyota Etios,Toyota,20110101,275000,36000,Diesel
224,Volkswagen Polo,Volkswagen,20150101,330000,38000,Diesel
225,Honda City ZX,Honda,20080101,110000,45000,Petrol
226,Maruti Suzuki Wagon,Maruti,20060101,80000,71200,Petrol
227,Honda City VX,Honda,20160101,519000,52000,Diesel
228,Mahindra Thar CRDe,Mahindra,20160101,730000,29000,Diesel
230,Audi A4 1.8,Audi,20090101,699000,47000,Petrol
231,Mercedes Benz GLA,Mercedes,20150101,2000000,20000,Diesel
232,Land Rover Freelander,Land,20150101,2100000,30000,Diesel
233,Renault Kwid RXT,Renault,20170101,340000,5000,Petrol
234,Tata Aria Pleasure,Tata,20140101,390000,35000,Diesel
235,Mercedes Benz B,Mercedes,20140101,1400000,31000,Petrol
236,Datsun GO T,Datsun,20160101,245000,7000,Petrol
238,Tata Indigo eCS,Tata,20160101,320000,175400,Diesel
239,Honda Jazz VX,Honda,20160101,450000,41000,Petrol
240,Honda Amaze 1.2,Honda,20140101,311000,33000,Petrol
242,Honda City,Honda,20120101,399999,45000,Petrol
243,Honda City,Honda,20150101,599999,39000,Diesel
247,Mahindra Scorpio S4,Mahindra,20150101,855000,30000,Diesel
248,Hyundai i20 Active,Hyundai,20150101,535000,37000,Diesel
249,Mini Cooper S,Mini,20130101,1891111,13000,Petrol
250,Maruti Suzuki Ciaz,Maruti,20170101,699000,14000,Petrol
251,Chevrolet Tavera Neo,Chevrolet,20130101,375000,55000,Diesel
253,Hyundai Eon Sportz,Hyundai,20120101,178000,30000,Petrol
254,Tata Sumo Gold,Tata,20130101,300000,50000,Diesel
255,Maruti Suzuki Wagon,Maruti,20030101,90000,45000,Petrol
256,Maruti Suzuki Esteem,Maruti,20060101,95000,45000,Petrol
257,Maruti Suzuki Eeco,Maruti,20150101,255000,9300,Petrol
258,Chevrolet Enjoy 1.4,Chevrolet,20130101,245000,55000,Diesel
268,Maruti Suzuki Wagon,Maruti,20150101,289999,22000,Petrol
270,Nissan Terrano XL,Nissan,20150101,499999,60000,Diesel
272,Renault Duster 85,Renault,20140101,489999,59000,Diesel
273,Renault Duster 85,Renault,20150101,549999,19000,Diesel
274,Maruti Suzuki Dzire,Maruti,20130101,380000,30000,Petrol
275,Renault Kwid RXT,Renault,20180101,325000,15000,Petrol
276,Maruti Suzuki Maruti,Maruti,20030101,57000,56758,Petrol
277,Renault Kwid 1.0,Renault,20180101,349999,10000,Petrol
279,Renault Scala RxL,Renault,20140101,349999,49000,Diesel
280,Hyundai Grand i10,Hyundai,20140101,410000,41000,Petrol
281,Maruti Suzuki Swift,Maruti,20110101,225000,45000,Petrol
282,Chevrolet Beat LS,Chevrolet,20100101,120000,43000,Petrol
284,Hyundai Santro Xing,Hyundai,20000101,59000,56450,Petrol
287,Chevrolet Beat LS,Chevrolet,20100101,80000,56000,Petrol
290,Chevrolet Beat LS,Chevrolet,20150101,220000,32700,Petrol
292,Ford EcoSport Titanium,Ford,20160101,599000,30000,Diesel
293,Hyundai Accent GLX,Hyundai,20060101,80000,56000,Petrol
296,Mahindra TUV300 T4,Mahindra,20160101,675000,9000,Diesel
299,Tata Indica V2,Tata,20080101,150000,11000,Petrol
301,Tata Indigo CS,Tata,20090101,72500,46000,Diesel
302,Maruti Suzuki Swift,Maruti,20190101,610000,73,Petrol
303,Mahindra Scorpio VLX,Mahindra,20040101,230000,160000,Diesel
305,Honda Accord,Honda,20090101,175000,58559,Petrol
308,Ford EcoSport Titanium,Ford,20140101,520000,57000,Diesel
309,Maruti Suzuki Ertiga,Maruti,20150101,524999,50000,Diesel
310,Honda Amaze,Honda,20140101,299999,37000,Petrol
311,Maruti Suzuki Dzire,Maruti,20120101,299999,40000,Petrol
312,Honda City,Honda,20110101,284999,55000,Petrol
313,Mahindra Scorpio 2.6,Mahindra,20070101,220000,170000,Diesel
314,Maruti Suzuki Dzire,Maruti,20140101,424999,55000,Diesel
315,Honda City,Honda,20150101,644999,39000,Petrol
316,Honda Mobilio,Honda,20140101,399999,44000,Petrol
317,Toyota Corolla Altis,Toyota,20090101,199999,65000,Petrol
318,Honda City,Honda,20140101,584999,39000,Petrol
319,Skoda Laura,Skoda,20120101,349999,44000,Diesel
320,Renault Duster,Renault,20150101,449999,49000,Diesel
321,Maruti Suzuki Ertiga,Maruti,20180101,799999,9000,Diesel
322,Maruti Suzuki Dzire,Maruti,20150101,444999,45000,Diesel
323,Mahindra XUV500,Mahindra,20140101,649999,47000,Diesel
324,Hyundai Verna Fluidic,Hyundai,20120101,444999,40000,Diesel
325,Maruti Suzuki Vitara,Maruti,20160101,689999,29000,Diesel
326,Maruti Suzuki Wagon,Maruti,20160101,344999,15000,Petrol
327,Mahindra Scorpio,Mahindra,20150101,944999,45000,Diesel
328,Honda Amaze,Honda,20140101,274999,35000,Petrol
329,Mahindra XUV500,Mahindra,20130101,689999,80000,Diesel
330,Mahindra Scorpio,Mahindra,20130101,574999,68000,Diesel
331,Skoda Laura,Skoda,20130101,374999,50000,Diesel
332,Volkswagen Polo,Volkswagen,20100101,199999,60000,Diesel
333,Hyundai Elite i20,Hyundai,20160101,549999,9000,Petrol
334,Tata Manza Aura,Tata,20120101,130000,72000,Diesel
335,Chevrolet Sail UVA,Chevrolet,20130101,210000,60000,Petrol
337,Hyundai Verna Fluidic,Hyundai,20130101,401000,45000,Diesel
338,Audi A4 2.0,Audi,20120101,1350000,40000,Diesel
339,Hyundai Elantra SX,Hyundai,20130101,600000,20000,Petrol
340,Mahindra Scorpio VLX,Mahindra,20130101,610000,35000,Diesel
341,Mahindra KUV100 K8,Mahindra,20160101,400000,20000,Diesel
347,Hyundai Grand i10,Hyundai,20170101,524999,6821,Petrol
348,Hyundai i20,Hyundai,20140101,449999,23000,Petrol
349,Hyundai Eon,Hyundai,20140101,174999,14000,Petrol
350,Hyundai i10,Hyundai,20120101,244999,38000,Petrol
351,Hyundai i20 Active,Hyundai,20150101,574999,35000,Diesel
352,Datsun Redi GO,Datsun,20170101,244999,22000,Petrol
353,Toyota Etios Liva,Toyota,20110101,239999,41000,Petrol
354,Hyundai Accent,Hyundai,20100101,99999,45000,Petrol
355,Hyundai Verna,Hyundai,20140101,489999,44000,Diesel
356,Maruti Suzuki Swift,Maruti,20130101,324999,45000,Diesel
357,Toyota Fortuner,Toyota,20110101,1074999,52000,Diesel
358,Hyundai i10 Sportz,Hyundai,20120101,230000,34000,Petrol
359,Mahindra Bolero Power,Mahindra,20180101,699000,1800,Diesel
361,Mahindra XUV500,Mahindra,20150101,1000000,15000,Diesel
362,Honda City 1.5,Honda,20100101,240000,400000,Petrol
363,Chevrolet Spark LT,Chevrolet,20090101,110000,44000,Petrol
366,Mahindra XUV500,Mahindra,20160101,1130000,72000,Diesel
367,Tata Indigo eCS,Tata,20140101,250000,40000,Diesel
371,Skoda Rapid Elegance,Skoda,20130101,340000,48000,Diesel
372,Tata Vista Quadrajet,Tata,20110101,120000,90000,Diesel
373,Maruti Suzuki Alto,Maruti,20150101,265000,12000,Petrol
375,Maruti Suzuki Zen,Maruti,20030101,85000,69900,Petrol
377,Hyundai i10 Magna,Hyundai,20110101,175000,45000,Petrol
379,Maruti Suzuki Swift,Maruti,20160101,350000,166000,Diesel
380,Honda City ZX,Honda,20080101,149000,42000,Petrol
382,Mahindra Jeep MM,Mahindra,20060101,425000,122,Diesel
383,Chevrolet Beat Diesel,Chevrolet,20170101,150000,62000,Diesel
384,Honda City 1.5,Honda,20100101,225000,70000,Petrol
386,Hyundai Verna 1.4,Hyundai,20140101,375000,36000,Petrol
387,Toyota Innova 2.5,Toyota,20120101,770000,0,Diesel
389,Maruti Suzuki Maruti,Maruti,19950101,30000,55000,Petrol
392,Maruti Suzuki Swift,Maruti,20140101,335000,55000,Diesel
393,Hyundai Elite i20,Hyundai,20150101,450000,20000,Diesel
394,Maruti Suzuki Swift,Maruti,20120101,225000,40000,Petrol
396,Maruti Suzuki Versa,Maruti,20040101,80000,50000,Petrol
397,Tata Indigo LX,Tata,20160101,130000,104000,Diesel
398,Volkswagen Vento Konekt,Volkswagen,20110101,245000,65000,Diesel
399,Mercedes Benz C,Mercedes,20020101,399000,41000,Petrol
400,Maruti Suzuki Ertiga,Maruti,20130101,450000,90000,Diesel
402,Honda City,Honda,20000101,65000,80000,Petrol
403,Hyundai Santro Xing,Hyundai,20060101,75000,46000,Petrol
404,Maruti Suzuki Omni,Maruti,20010101,70000,70000,Petrol
405,Hyundai Sonata Transform,Hyundai,20170101,190000,36469,Diesel
406,Hyundai Elite i20,Hyundai,20180101,600000,7800,Petrol
408,Maruti Suzuki Alto,Maruti,20170101,240000,60000,Petrol
409,Maruti Suzuki Alto,Maruti,20110101,155000,32000,Petrol
410,Honda Jazz S,Honda,20090101,169999,24695,Petrol
411,Hyundai Grand i10,Hyundai,20170101,450000,15141,Petrol
412,Maruti Suzuki Zen,Maruti,20010101,40000,40000,Petrol
413,Mahindra Scorpio W,Mahindra,20120101,165000,65000,Diesel
415,Maruti Suzuki Alto,Maruti,20140101,270000,22000,Petrol
416,Hyundai Grand i10,Hyundai,20160101,280000,59910,Diesel
417,Mahindra XUV500 W8,Mahindra,20120101,560000,100000,Diesel
418,Hyundai Creta 1.6,Hyundai,20160101,950000,25000,Petrol
419,Hyundai i20 Magna,Hyundai,20130101,310000,35000,Petrol
420,Renault Duster 85,Renault,20150101,715000,65000,Diesel
421,Hyundai Grand i10,Hyundai,20140101,340000,35000,Petrol
422,Honda Brio V,Honda,20120101,235000,33000,Petrol
423,Mahindra TUV300 T4,Mahindra,20170101,610000,68000,Diesel
424,Chevrolet Spark LS,Chevrolet,20100101,95000,23000,Petrol
425,Mahindra TUV300 T8,Mahindra,20180101,1000000,4500,Diesel
426,Maruti Suzuki Swift,Maruti,20150101,220000,129000,Diesel
427,Nissan X Trail,Nissan,20190101,1200000,300,Diesel
428,Maruti Suzuki Alto,Maruti,20150101,230000,5000,Petrol
429,Ford Ikon 1.3,Ford,20010101,45000,65000,Petrol
430,Toyota Fortuner 3.0,Toyota,20100101,940000,131000,Diesel
431,Tata Manza ELAN,Tata,20100101,155555,111111,Petrol
434,Mercedes Benz A,Mercedes,20130101,1500000,14000,Petrol
435,Chevrolet Beat LS,Chevrolet,20160101,210000,22000,Diesel
436,Ford EcoSport Trend,Ford,20130101,495000,38000,Diesel
437,Tata Indigo LS,Tata,20160101,125000,70000,Diesel
438,Hyundai i20 Magna,Hyundai,20100101,195000,36000,Petrol
439,Volkswagen Vento Highline,Volkswagen,20150101,550000,34000,Diesel
440,Renault Kwid RXT,Renault,20150101,270000,43000,Petrol
442,Ford EcoSport Titanium,Ford,20140101,500000,40000,Diesel
443,Honda Amaze 1.5,Honda,20160101,240000,160000,Diesel
444,Hyundai Verna 1.6,Hyundai,20170101,800000,12000,Petrol
445,BMW 5 Series,BMW,20110101,1299000,49000,Diesel
446,Skoda Superb 1.8,Skoda,20110101,530000,68000,Petrol
447,Audi Q3 2.0,Audi,20130101,1499000,37000,Diesel
448,Mahindra Bolero DI,Mahindra,20120101,220000,59466,Diesel
451,Ford Figo Duratorq,Ford,20120101,250000,99000,Diesel
452,Maruti Suzuki Wagon,Maruti,20180101,395000,25500,Petrol
453,Mahindra Logan Diesel,Mahindra,20090101,130000,66000,Petrol
454,Tata Nano GenX,Tata,20100101,32000,44005,Petrol
455,Mahindra TUV300 T4,Mahindra,20160101,540000,35000,Diesel
457,Hyundai Elite i20,Hyundai,20150101,405000,28000,Petrol
458,Hyundai Elite i20,Hyundai,20150101,400000,30000,Petrol
459,Honda City SV,Honda,20170101,760000,4000,Petrol
460,Maruti Suzuki Baleno,Maruti,20160101,500000,28000,Petrol
461,Ford Figo Petrol,Ford,20110101,175000,75000,Petrol
463,Honda City,Honda,20170101,750000,3000,Petrol
464,Hyundai Elite i20,Hyundai,20150101,419000,20000,Petrol
465,Maruti Suzuki Versa,Maruti,20040101,90000,50000,Petrol
466,Hyundai Eon Era,Hyundai,20180101,140000,2110,Petrol
467,Mitsubishi Pajero Sport,Mitsubishi,20150101,1540000,43222,Petrol
